Value,age,id,group,cluster,word,SSP,word_type,position,word_freq,cluster_freq,word_length,cluster_length,Reading.time
поезд,35,70c69d918193ed48cdae6a264e7f1a20,B,зд,поезд,SSP,word,end,93.3,363.2,5,2,466
абсурд,35,70c69d918193ed48cdae6a264e7f1a20,B,рд,абсурд,SSP,word,end,9.1,132.5,6,2,422
скунс,35,70c69d918193ed48cdae6a264e7f1a20,B,нс,скунс,SSP,word,end,0.5,179.5,5,2,501
хлыст,35,70c69d918193ed48cdae6a264e7f1a20,B,ст,хлыст,SSP,word,end,2.8,2163.2,5,2,426
моркт,35,70c69d918193ed48cdae6a264e7f1a20,B,ркт,моркт,SSP,pseudoword,end,None,11.6,7,3,442
ржыр,35,70c69d918193ed48cdae6a264e7f1a20,B,рж,ржыр,nSSP,pseudoword,start,None,31.1,8,2,6399
прен,35,70c69d918193ed48cdae6a264e7f1a20,B,пр,прен,SSP,pseudoword,start,None,36041.9,5,2,1863
шейун,35,70c69d918193ed48cdae6a264e7f1a20,B,None,шейун,filler,pseudoword,filler,None,None,5,None,2070
сигузд,35,70c69d918193ed48cdae6a264e7f1a20,B,зд,сигузд,SSP,pseudoword,end,None,363.2,5,2,1421
кузетр,35,70c69d918193ed48cdae6a264e7f1a20,B,тр,кузетр,nSSP,pseudoword,end,None,792,5,2,2185
щутонс,35,70c69d918193ed48cdae6a264e7f1a20,B,нс,щутонс,SSP,pseudoword,end,None,179.5,5,2,1211
кугора,35,70c69d918193ed48cdae6a264e7f1a20,B,None,кугора,filler,pseudoword,filler,None,None,6,None,1220
льстыр,35,70c69d918193ed48cdae6a264e7f1a20,B,льст,льстыр,nSSP,pseudoword,start,None,6.7,6,3,1436
рвыкут,35,70c69d918193ed48cdae6a264e7f1a20,B,рв,рвыкут,nSSP,pseudoword,start,None,100.9,7,2,1643
врамус,35,70c69d918193ed48cdae6a264e7f1a20,B,вр,врамус,SSP,pseudoword,start,None,3016.4,7,2,981
ствонет,35,70c69d918193ed48cdae6a264e7f1a20,B,ств,ствонет,SSP,pseudoword,start,None,61.9,5,3,2016
ипогр,35,70c69d918193ed48cdae6a264e7f1a20,B,гр,ипогр,nSSP,pseudoword,end,None,29.7,4,2,1590
поратух,35,70c69d918193ed48cdae6a264e7f1a20,B,None,поратух,filler,pseudoword,filler,None,None,7,None,1837
жакл,35,70c69d918193ed48cdae6a264e7f1a20,B,кл,жакл,nSSP,pseudoword,end,None,69.5,8,2,931
лурян,35,70c69d918193ed48cdae6a264e7f1a20,B,None,лурян,filler,pseudoword,filler,None,None,5,None,983
гощара,35,70c69d918193ed48cdae6a264e7f1a20,B,None,гощара,filler,pseudoword,filler,None,None,6,None,1333
вигокль,35,70c69d918193ed48cdae6a264e7f1a20,B,кль,вигокль,nSSP,pseudoword,end,None,178,9,2,1332
трацеп,35,70c69d918193ed48cdae6a264e7f1a20,B,тр,трацеп,SSP,pseudoword,start,None,4601.6,8,2,420
ртос,35,70c69d918193ed48cdae6a264e7f1a20,B,рт,ртос,nSSP,pseudoword,start,None,7.9,5,2,447
торибль,35,70c69d918193ed48cdae6a264e7f1a20,B,бль,торибль,nSSP,pseudoword,end,None,416.2,5,2,1052
шомбр,35,70c69d918193ed48cdae6a264e7f1a20,B,мбр,шомбр,nSSP,pseudoword,end,None,3.4,5,3,811
инихрь,35,70c69d918193ed48cdae6a264e7f1a20,B,хрь,инихрь,nSSP,pseudoword,end,None,9.7,5,2,1088
вудалб,35,70c69d918193ed48cdae6a264e7f1a20,B,лб,вудалб,SSP,pseudoword,end,None,33.1,5,2,465
коромбль,35,70c69d918193ed48cdae6a264e7f1a20,B,мбль,коромбль,nSSP,pseudoword,end,None,21.7,8,3,1630
крак,35,70c69d918193ed48cdae6a264e7f1a20,B,кр,крак,SSP,pseudoword,start,None,4723.9,4,2,449
мстунит,35,70c69d918193ed48cdae6a264e7f1a20,B,мст,мстунит,nSSP,pseudoword,start,None,15.9,8,3,407
склус,35,70c69d918193ed48cdae6a264e7f1a20,B,скл,склус,SSP,pseudoword,start,None,262.9,5,3,5058
нокейн,35,70c69d918193ed48cdae6a264e7f1a20,B,йн,нокейн,SSP,pseudoword,end,None,77.5,7,2,1049
визун,35,70c69d918193ed48cdae6a264e7f1a20,B,None,визун,filler,pseudoword,filler,None,None,5,None,429
югост,35,70c69d918193ed48cdae6a264e7f1a20,B,ст,югост,SSP,pseudoword,end,None,2163.2,5,2,355
зовамф,35,70c69d918193ed48cdae6a264e7f1a20,B,мф,зовамф,SSP,pseudoword,end,None,9.3,6,2,1406
анакондр,35,70c69d918193ed48cdae6a264e7f1a20,B,ндр,анакондр,nSSP,pseudoword,end,None,16.6,7,3,1741
шквурм,35,70c69d918193ed48cdae6a264e7f1a20,B,шкв,шквурм,SSP,pseudoword,start,None,4.2,5,3,760
фофард,35,70c69d918193ed48cdae6a264e7f1a20,B,рд,фофард,SSP,pseudoword,end,None,132.5,6,2,1091
фунтр,35,70c69d918193ed48cdae6a264e7f1a20,B,нтр,фунтр,nSSP,pseudoword,end,None,281.5,5,3,974
